date,bot_name,bot_file,opponent,seed,result,my_reward,opponent_reward,my_status,opponent_status
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,76,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,77,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,78,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,79,loss,-1,1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,80,loss,-1,1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,81,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,82,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,83,loss,-1,1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,84,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,85,loss,-1,1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,86,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,87,loss,-1,1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,88,loss,-1,1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,89,loss,-1,1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,90,loss,-1,1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,91,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,92,loss,-1,1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,93,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,94,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,95,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,96,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,97,win,1,-1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,98,loss,-1,1,DONE,DONE
2026/05/28,V3_attack_defense_neutral_light,versions/v3_defense.py,versions/opponent_strong.py,99,loss,-1,1,DONE,DONE
